num_of_prev_attempts,studied_credits,module_presentation_length,sum_click_dataplus,sum_click_dualpane,sum_click_externalquiz,sum_click_forumng,sum_click_glossary,sum_click_homepage,sum_click_htmlactivity,sum_click_oucollaborate,sum_click_oucontent,sum_click_ouelluminate,sum_click_ouwiki,sum_click_page,sum_click_questionnaire,sum_click_quiz,sum_click_repeatactivity,sum_click_resource,sum_click_sharedsubpage,sum_click_subpage,sum_click_url,sum_days_vle_accessed,max_clicks_one_day,first_date_vle_accessed,avg_score,avg_days_sub_early,days_early_first_assessment,score_first_assessment,code_module_BBB,code_module_CCC,code_module_DDD,code_module_EEE,code_module_FFF,code_module_GGG,code_module_nan,code_presentation_2013J,code_presentation_2014B,code_presentation_2014J,code_presentation_nan,gender_M,gender_nan,region_East Midlands Region,region_Ireland,region_London Region,region_North Region,region_North Western Region,region_Scotland,region_South East Region,region_South Region,region_South West Region,region_Wales,region_West Midlands Region,region_Yorkshire Region,region_nan,highest_education_HE Qualification,highest_education_Lower Than A Level,highest_education_No Formal quals,highest_education_Post Graduate Qualification,highest_education_nan,imd_band_10-20,imd_band_20-30%,imd_band_30-40%,imd_band_40-50%,imd_band_50-60%,imd_band_60-70%,imd_band_70-80%,imd_band_80-90%,imd_band_90-100%,imd_band_nan,age_band_35-55,age_band_55<=,age_band_nan,disability_Y,disability_nan
0,30,261,0.0,0.0,0.0,224.0,0.0,98.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,28.0,0.0,193.0,11.0,-13.0,69.0,17.0,17.0,69.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,30,268,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,-9.0,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,150,241,0.0,2.0,0.0,168.0,0.0,172.0,0.0,0.0,285.0,0.0,7.0,8.0,7.0,95.0,0.0,22.0,0.0,90.0,10.0,284.0,39.0,-17.0,72.0,1.5,2.0,74.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2,120,241,0.0,0.0,6.0,69.0,0.0,71.0,0.0,5.0,48.0,0.0,22.0,0.0,0.0,0.0,0.0,14.0,0.0,93.0,2.0,119.0,13.0,-18.0,88.0,1.0,2.0,92.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,60,268,0.0,8.0,0.0,19.0,0.0,38.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,80.0,0.0,1.0,0.0,7.0,7.0,57.0,62.0,-7.0,92.0,1.0,1.0,92.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,120,268,0.0,0.0,0.0,61.0,0.0,40.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,8.0,0.0,2.0,2.0,65.0,7.0,-10.0,84.0,-0.6666666666666666,0.0,73.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,120,268,7.0,0.0,0.0,203.0,0.0,171.0,0.0,0.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,72.0,14.0,220.0,19.0,-10.0,64.0,-5.0,0.0,65.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,120,240,0.0,0.0,0.0,80.0,0.0,98.0,0.0,0.0,185.0,7.0,0.0,0.0,0.0,677.0,0.0,13.0,0.0,143.0,11.0,261.0,176.0,-18.0,91.0,1.0,1.0,92.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,60,241,0.0,0.0,0.0,22.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,11.0,0.0,27.0,2.0,70.0,54.0,-10.0,51.0,-2.0,-2.0,50.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,60,240,0.0,6.0,0.0,1028.0,0.0,597.0,0.0,0.0,542.0,65.0,18.0,11.0,13.0,279.0,0.0,36.0,0.0,251.0,27.0,746.0,48.0,-18.0,86.0,6.5,10.0,86.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,60,262,0.0,0.0,0.0,3.0,3.0,59.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,11.0,0.0,65.0,26.0,-9.0,36.0,4.0,5.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,60,262,0.0,0.0,2.0,68.0,0.0,55.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,12.0,1.0,54.0,25.0,-25.0,,,,,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,60,240,0.0,0.0,0.0,203.0,3.0,117.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,24.0,0.0,27.0,0.0,75.0,27.0,156.0,15.0,5.0,61.666666666666664,-1.0,5.0,59.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,120,268,0.0,3.0,0.0,319.0,1.0,296.0,0.0,6.0,691.0,0.0,6.0,12.0,9.0,488.0,0.0,17.0,0.0,193.0,17.0,444.0,214.0,-11.0,91.0,1.0,1.0,92.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,60,262,0.0,0.0,1.0,196.0,12.0,62.0,0.0,9.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,19.0,6.0,164.0,16.0,-12.0,75.0,1.3333333333333333,2.0,55.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,120,262,0.0,0.0,3.0,31.0,18.0,75.0,0.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,60.0,8.0,135.0,17.0,-25.0,89.33333333333333,2.0,4.0,90.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,262,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,78.0,0.0,24.0,0.0,13.0,0.0,72.0,60.0,-4.0,30.5,-2.0,2.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,60,241,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,286.0,0.0,7.0,0.0,32.0,3.0,93.0,50.0,-12.0,83.0,0.5,3.0,80.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,30,241,0.0,0.0,0.0,83.0,5.0,49.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,16.0,0.0,46.0,15.0,3.0,,,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,60,262,0.0,0.0,0.0,55.0,10.0,145.0,0.0,8.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,122.0,15.0,202.0,16.0,-25.0,71.0,0.6666666666666666,1.0,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,60,268,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,5.0,17.0,5.0,-10.0,70.0,14.0,14.0,70.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,120,269,0.0,0.0,0.0,173.0,0.0,171.0,8.0,4.0,507.0,0.0,8.0,3.0,9.0,261.0,0.0,12.0,0.0,166.0,9.0,410.0,49.0,-17.0,77.0,4.5,7.0,66.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,90,268,0.0,0.0,0.0,336.0,1.0,177.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,35.0,0.0,15.0,0.0,23.0,8.0,187.0,22.0,-5.0,90.0,0.6666666666666666,3.0,85.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,269,0.0,0.0,0.0,31.0,0.0,244.0,17.0,0.0,1120.0,0.0,1.0,1.0,3.0,5.0,0.0,6.0,0.0,202.0,12.0,297.0,81.0,-18.0,47.0,-68.0,-61.0,64.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,120,241,0.0,0.0,8.0,132.0,9.0,221.0,0.0,3.0,91.0,0.0,33.0,0.0,0.0,0.0,0.0,48.0,0.0,208.0,23.0,338.0,16.0,-17.0,78.0,0.5,1.0,71.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,150,269,0.0,1.0,0.0,114.0,0.0,129.0,3.0,4.0,213.0,0.0,1.0,1.0,1.0,2.0,0.0,14.0,0.0,100.0,4.0,214.0,32.0,-11.0,87.0,1.0,1.0,90.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,180,240,0.0,0.0,0.0,81.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,6.0,0.0,11.0,3.0,59.0,11.0,-2.0,62.333333333333336,-4.0,0.0,61.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,30,269,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,7.0,5.0,16.0,64.0,-52.0,-52.0,64.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,60,234,0.0,0.0,0.0,19.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,14.0,11.0,0.0,72.0,1.0,1.0,72.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,262,0.0,0.0,0.0,71.0,5.0,47.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,13.0,1.0,89.0,10.0,-6.0,85.0,-14.5,-13.0,100.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,268,0.0,0.0,0.0,43.0,0.0,47.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,0.0,20.0,0.0,24.0,5.0,66.0,16.0,-4.0,87.66666666666667,-1.0,0.0,72.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,60,268,0.0,0.0,0.0,74.0,0.0,350.0,0.0,0.0,822.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,214.0,154.0,285.0,78.0,-10.0,71.0,0.0,0.0,80.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,60,268,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-10.0,,,,,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,30,241,0.0,1.0,0.0,70.0,0.0,68.0,0.0,6.0,206.0,0.0,0.0,0.0,0.0,93.0,0.0,52.0,0.0,12.0,11.0,158.0,79.0,-5.0,94.0,0.0,0.0,94.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,60,268,0.0,0.0,0.0,97.0,0.0,76.0,0.0,0.0,30.0,0.0,1.0,2.0,0.0,0.0,0.0,35.0,0.0,66.0,1.0,119.0,20.0,-14.0,76.0,1.5,2.0,82.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,60,262,0.0,0.0,2.0,0.0,0.0,17.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,18.0,2.0,34.0,9.0,18.0,52.5,-3.0,1.0,55.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,120,240,0.0,0.0,0.0,82.0,0.0,197.0,0.0,0.0,464.0,1.0,13.0,3.0,3.0,413.0,0.0,29.0,0.0,96.0,12.0,262.0,172.0,-11.0,77.0,1.0,1.0,86.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,60,261,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,8.0,28.0,70.5,-1.5,0.0,68.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,120,240,0.0,3.0,0.0,183.0,0.0,167.0,0.0,0.0,120.0,6.0,2.0,11.0,11.0,411.0,0.0,13.0,0.0,150.0,12.0,323.0,56.0,-15.0,42.0,1.0,1.0,44.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,60,268,0.0,0.0,0.0,343.0,1.0,179.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,24.0,0.0,29.0,11.0,206.0,25.0,-10.0,76.33333333333333,0.3333333333333333,2.0,63.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,120,234,0.0,0.0,0.0,139.0,0.0,41.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,20.0,0.0,53.0,0.0,0.0,0.0,90.0,14.0,-5.0,83.33333333333333,5.0,13.0,78.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,120,261,0.0,0.0,1.0,175.0,0.0,141.0,0.0,9.0,226.0,0.0,135.0,0.0,0.0,0.0,0.0,50.0,0.0,78.0,5.0,229.0,28.0,-18.0,77.0,-2.0,0.0,78.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,60,262,0.0,0.0,2.0,44.0,7.0,59.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,36.0,6.0,112.0,7.0,-25.0,81.66666666666667,3.0,4.0,80.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,30,261,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,18.0,9.0,-7.0,80.0,2.0,2.0,80.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,60,268,0.0,0.0,0.0,19.0,0.0,11.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,0.0,4.0,1.0,22.0,13.0,10.0,64.66666666666667,-4.0,-1.0,48.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,60,269,0.0,1.0,0.0,57.0,0.0,106.0,0.0,4.0,169.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,25.0,111.0,30.0,-6.0,86.0,0.0,0.0,86.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,120,241,0.0,0.0,0.0,52.0,0.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,317.0,0.0,13.0,0.0,9.0,1.0,72.0,179.0,-18.0,90.0,-2.0,-2.0,90.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,60,269,0.0,0.0,0.0,13.0,0.0,29.0,0.0,4.0,74.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,3.0,7.0,52.0,83.0,-16.0,83.0,0.0,0.0,83.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,90,268,0.0,0.0,0.0,93.0,0.0,34.0,0.0,1.0,19.0,0.0,1.0,5.0,0.0,75.0,0.0,5.0,0.0,39.0,3.0,82.0,68.0,-13.0,70.0,2.0,2.0,70.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,60,261,0.0,0.0,2.0,75.0,0.0,37.0,0.0,2.0,7.0,0.0,11.0,0.0,0.0,0.0,0.0,13.0,0.0,32.0,2.0,84.0,11.0,-18.0,49.5,-3.5,0.0,42.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,120,262,0.0,0.0,0.0,14.0,2.0,66.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,40.0,0.0,11.0,0.0,12.0,4.0,96.0,35.0,2.0,39.5,4.0,6.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,269,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,11.0,3.0,22.0,90.0,12.0,12.0,90.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,130,234,0.0,0.0,0.0,32.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,33.0,7.0,4.0,71.33333333333333,-0.6666666666666666,0.0,66.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,120,240,0.0,0.0,0.0,130.0,0.0,169.0,0.0,0.0,303.0,6.0,14.0,11.0,9.0,76.0,0.0,14.0,0.0,108.0,12.0,219.0,51.0,-10.0,83.0,1.0,1.0,86.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,120,262,0.0,0.0,0.0,41.0,5.0,62.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,52.0,0.0,17.0,0.0,15.0,0.0,119.0,44.0,-6.0,35.0,19.5,24.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,60,234,0.0,0.0,0.0,12.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,12.0,2.0,21.0,8.0,2.0,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,60,241,0.0,0.0,0.0,137.0,0.0,107.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,94.0,0.0,38.0,0.0,62.0,8.0,206.0,31.0,-18.0,90.0,-1.0,0.0,80.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,60,240,0.0,0.0,0.0,1506.0,3.0,185.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,21.0,0.0,40.0,19.0,327.0,119.0,-9.0,86.66666666666667,-0.6666666666666666,3.0,83.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,90,241,0.0,0.0,0.0,305.0,0.0,180.0,0.0,0.0,217.0,0.0,50.0,7.0,0.0,223.0,0.0,9.0,0.0,109.0,14.0,275.0,65.0,-18.0,72.0,0.0,0.0,76.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,262,0.0,0.0,2.0,26.0,1.0,44.0,0.0,3.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,35.0,1.0,104.0,6.0,-24.0,71.0,0.6666666666666666,1.0,60.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,60,241,0.0,0.0,3.0,30.0,0.0,52.0,0.0,0.0,21.0,0.0,30.0,0.0,0.0,0.0,0.0,16.0,0.0,44.0,7.0,120.0,7.0,-15.0,90.0,2.0,2.0,86.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,30,241,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.0,0.0,2.0,0.0,3.0,0.0,19.0,44.0,3.0,20.0,-2.0,-2.0,20.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,60,269,0.0,0.0,0.0,19.0,0.0,106.0,0.0,0.0,273.0,0.0,2.0,0.0,0.0,95.0,0.0,1.0,0.0,16.0,18.0,119.0,73.0,-10.0,99.0,0.0,0.0,99.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,60,262,0.0,0.0,12.0,779.0,0.0,219.0,0.0,13.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,96.0,25.0,420.0,20.0,-25.0,79.33333333333333,7.0,14.0,70.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,60,241,0.0,0.0,0.0,155.0,0.0,241.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,950.0,0.0,54.0,0.0,114.0,11.0,332.0,181.0,-18.0,93.0,-4.5,-2.0,90.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
